City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Yar-Sale,RU,2022-09-24 14:40:44,66.8333,70.8333,30.79,77,71,8.79
281,Musoma,TZ,2022-09-24 14:40:44,-1.5,33.8,78.82,61,20,12.66
282,Antalaha,MG,2022-09-24 14:40:44,-14.9003,50.2788,69.93,90,72,6.93
283,Corinto,GR,2022-09-24 14:40:45,37.9407,22.9573,73.89,29,0,2.66
284,Carson City,US,2022-09-24 14:36:17,39.1638,-119.7674,65.01,83,0,3.44
285,Kalmunai,LK,2022-09-24 14:40:46,7.4167,81.8167,81.97,74,98,5.64
286,Sergeyevka,KZ,2022-09-24 14:40:47,53.88,67.4158,72.57,32,99,2.68
287,San Cristobal,VE,2022-09-24 14:40:47,7.7669,-72.225,73.58,55,90,6.38
288,Kez,RU,2022-09-24 14:40:48,57.8979,53.7152,59.79,69,100,9.98
289,Souillac,MU,2022-09-24 14:40:50,-20.5167,57.5167,71.98,83,75,13.8
290,Xining,CN,2022-09-24 14:40:50,36.6167,101.7667,51.89,65,49,2.04
291,Vao,NC,2022-09-24 14:40:50,-22.6667,167.4833,72.77,84,5,12.39
292,Deer Lake,CA,2022-09-24 14:40:51,49.1667,-57.4316,66.06,59,75,35.68
293,Voh,NC,2022-09-24 14:40:51,-20.9667,164.7,70.07,91,6,3.11
294,Shiraz,IR,2022-09-24 14:40:52,29.6036,52.5388,89.04,12,0,4.61
295,Malabo,GQ,2022-09-24 14:38:42,3.75,8.7833,79.97,80,76,5.68
